Column1,Invoice_ID,Branch,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_5%,Total,Date,Time,Payment,Rating,City,COGS,Profit
578,797-88-0493,A,Normal,Female,Health and beauty,64.27,4,12.854,269.934,3/26/2019,13:54,Cash,7.7,Yangon,215.9472,53.9868
587,695-28-6250,A,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2/4/2019,16:38,Ewallet,7.7,Yangon,180.852,45.213
769,886-54-6089,A,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,1/15/2019,17:24,Cash,7.7,Yangon,57.6072,14.4018
997,727-02-1313,A,Member,Male,Food and beverages,31.84,1,1.592,33.432,2/9/2019,13:22,Cash,7.7,Yangon,26.7456,6.6864
1187,434-83-9547,C,Member,Male,Food and beverages,38.47,8,15.388,323.148,1/23/2019,11:51,Cash,7.7,Naypyitaw,258.5184,64.6296
1305,779-06-0012,C,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,7.7,Naypyitaw,74.4324,18.6081
1472,440-59-5691,C,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2/8/2019,13:12,Credit card,7.7,Naypyitaw,218.442,54.6105
1670,714-02-3114,C,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2/21/2019,11:39,Cash,7.7,Naypyitaw,165.984,41.496
2051,777-82-7220,B,Normal,Male,Home and lifestyle,30.12,8,12.048,253.008,3/3/2019,13:01,Cash,7.7,Mandalay,202.4064,50.6016
2354,873-95-4984,B,Member,Female,Health and beauty,76.9,7,26.915,565.215,2/15/2019,20:21,Cash,7.7,Mandalay,452.172,113.043
2519,862-17-9201,B,Normal,Female,Food and beverages,84.05,6,25.215,529.515,1/29/2019,10:48,Credit card,7.7,Mandalay,423.612,105.903
2532,734-91-1155,B,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,3/26/2019,10:34,Credit card,7.7,Mandalay,115.1892,28.7973
2567,356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,1/20/2019,13:45,Credit card,7.7,Mandalay,94.4496,23.6124
2678,779-42-2410,B,Member,Male,Food and beverages,57.74,3,8.661,181.881,2/20/2019,13:06,Ewallet,7.7,Mandalay,145.5048,36.3762
2838,222-42-0244,B,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,1/28/2019,13:53,Credit card,7.7,Mandalay,545.1516,136.2879
329,340-66-0321,A,Member,Male,Electronic accessories,36.36,4,7.272,152.712,3/25/2019,13:07,Cash,7.6,Yangon,122.1696,30.5424
345,135-84-8019,A,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,7.6,Yangon,589.1508,147.2877
513,189-52-0236,A,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,7.6,Yangon,585.354,146.3385
665,518-17-2983,A,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2/4/2019,15:44,Ewallet,7.6,Yangon,163.3968,40.8492
763,587-73-4862,A,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,3/26/2019,11:07,Ewallet,7.6,Yangon,44.898,11.2245
830,237-44-6163,A,Normal,Male,Electronic accessories,10.56,8,-4.224,88.704,1/24/2019,17:43,Cash,7.6,Yangon,70.9632,17.7408
884,548-48-3156,A,Member,Female,Food and beverages,83.34,2,8.334,175.014,3/19/2019,13:37,Cash,7.6,Yangon,140.0112,35.0028
913,522-57-8364,A,Member,Male,Fashion accessories,51.34,8,20.536,431.256,1/31/2019,10:00,Ewallet,7.6,Yangon,345.0048,86.2512
1044,333-73-7901,C,Normal,Male,Health and beauty,54.92,8,21.968,461.328,3/23/2019,13:24,Ewallet,7.6,Naypyitaw,369.0624,92.2656
1049,228-96-1411,C,Normal,Male,Food and beverages,98.7,8,39.48,829.08,3/4/2019,20:39,Cash,7.6,Naypyitaw,663.264,165.816
1464,325-90-8763,C,Member,Female,Electronic accessories,46.57,10,23.285,488.985,1/27/2019,13:58,Cash,7.6,Naypyitaw,391.188,97.797
1700,372-62-5264,C,Normal,Female,Food and beverages,52.6,9,23.67,497.07,1/16/2019,14:42,Cash,7.6,Naypyitaw,397.656,99.414
1939,458-10-8612,C,Normal,Male,Health and beauty,64.08,7,22.428,470.988,1/20/2019,12:27,Ewallet,7.6,Naypyitaw,376.7904,94.1976
1959,784-08-0310,C,Member,Female,Food and beverages,21.04,4,4.208,88.368,1/13/2019,13:58,Cash,7.6,Naypyitaw,70.6944,17.6736
2076,853-23-2453,B,Normal,Male,Health and beauty,75.74,4,15.148,318.108,2/14/2019,14:35,Cash,7.6,Mandalay,254.4864,63.6216
2297,498-41-1961,B,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,7.6,Mandalay,280.056,70.014
2463,744-09-5786,B,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,1/2/2019,18:50,Cash,7.6,Mandalay,110.9304,27.7326
2582,834-83-1826,B,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,7.6,Mandalay,344.568,86.142
2718,834-45-5519,B,Normal,Female,Electronic accessories,43,4,8.6,180.6,1/31/2019,20:48,Ewallet,7.6,Mandalay,144.48,36.12
2940,431-66-2305,B,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2/15/2019,20:51,Credit card,7.6,Mandalay,667.17,166.7925
336,898-04-2717,A,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,7.5,Yangon,577.584,144.396
380,289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.466,345.786,1/11/2019,10:37,Credit card,7.5,Yangon,276.6288,69.1572
628,856-66-2701,A,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,1/25/2019,14:19,Ewallet,7.5,Yangon,134.316,33.579
689,305-03-2383,A,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2/15/2019,10:36,Cash,7.5,Yangon,169.092,42.273
883,291-55-6563,A,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,3/30/2019,12:45,Ewallet,7.5,Yangon,173.4768,43.3692
1040,183-56-6882,C,Normal,Male,Food and beverages,99.42,4,19.884,417.564,2/6/2019,10:42,Ewallet,7.5,Naypyitaw,334.0512,83.5128
1301,211-05-0490,C,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,7.5,Naypyitaw,218.064,54.516
1426,266-76-6436,C,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57,Ewallet,7.5,Naypyitaw,97.272,24.318
1906,377-79-7592,C,Member,Female,Electronic accessories,44.84,9,20.178,423.738,1/14/2019,14:00,Credit card,7.5,Naypyitaw,338.9904,84.7476
1942,433-08-7822,C,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,1/5/2019,19:48,Ewallet,7.5,Naypyitaw,463.8732,115.9683
2142,191-10-6171,B,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,1/25/2019,13:18,Cash,7.5,Mandalay,232.9656,58.2414
2198,305-14-0245,B,Member,Female,Home and lifestyle,94.49,8,37.796,793.716,3/3/2019,19:00,Ewallet,7.5,Mandalay,634.9728,158.7432
2651,665-63-9737,B,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,2/27/2019,17:36,Ewallet,7.5,Mandalay,132.0984,33.0246
2,631-41-3108,A,Normal,Male,Home and lifestyle,46.33,7,16.2155,340.5255,3/3/2019,13:23,Credit card,7.4,Yangon,272.4204,68.1051
29,848-62-7243,A,Normal,Male,Health and beauty,24.89,9,11.2005,235.2105,3/15/2019,15:36,Cash,7.4,Yangon,188.1684,47.0421
107,630-74-5166,A,Normal,Male,Sports and travel,62.13,6,18.639,391.419,3/22/2019,20:19,Cash,7.4,Yangon,313.1352,78.2838
152,746-94-0204,A,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,1/29/2019,11:56,Credit card,7.4,Yangon,629.2944,157.3236
229,721-86-6247,A,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,3/11/2019,12:55,Ewallet,7.4,Yangon,426.1824,106.5456
360,612-36-5536,A,Member,Male,Food and beverages,80.96,8,32.384,680.064,2/17/2019,11:12,Credit card,7.4,Yangon,544.0512,136.0128
937,361-85-2571,A,Normal,Female,Sports and travel,89.48,5,22.37,469.77,3/30/2019,10:18,Cash,7.4,Yangon,375.816,93.954
962,593-08-5916,A,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,3/19/2019,15:23,Credit card,7.4,Yangon,13.02,3.255
982,139-32-4183,A,Member,Female,Sports and travel,97.48,9,43.866,921.186,3/14/2019,14:19,Ewallet,7.4,Yangon,736.9488,184.2372
1541,583-41-4548,C,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/2019,11:36,Ewallet,7.4,Naypyitaw,98.0196,24.5049
1652,778-89-7974,C,Normal,Male,Health and beauty,70.21,6,21.063,442.323,3/30/2019,14:58,Cash,7.4,Naypyitaw,353.8584,88.4646
1729,592-46-1692,C,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,1/11/2019,20:10,Cash,7.4,Naypyitaw,216.2076,54.0519
1760,288-38-3758,C,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,1/25/2019,18:30,Ewallet,7.4,Naypyitaw,213.8724,53.4681
2111,733-01-9107,B,Normal,Male,Home and lifestyle,82.7,6,24.81,521.01,3/5/2019,18:14,Cash,7.4,Mandalay,416.808,104.202
2144,695-51-0018,B,Normal,Female,Sports and travel,34.84,4,6.968,146.328,2/10/2019,18:36,Cash,7.4,Mandalay,117.0624,29.2656
2736,434-35-9162,B,Member,Male,Food and beverages,23.34,4,4.668,98.028,2/4/2019,18:53,Ewallet,7.4,Mandalay,78.4224,19.6056
87,633-44-8566,A,Member,Male,Food and beverages,49.38,7,17.283,362.943,3/27/2019,20:35,Credit card,7.3,Yangon,290.3544,72.5886
105,704-48-3927,A,Member,Male,Electronic accessories,88.67,10,44.335,931.035,1/12/2019,14:50,Ewallet,7.3,Yangon,744.828,186.207
346,441-94-7118,A,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2/4/2019,12:14,Cash,7.3,Yangon,60.438,15.1095
394,885-17-6250,A,Normal,Female,Health and beauty,79.74,1,3.987,83.727,3/6/2019,10:36,Ewallet,7.3,Yangon,66.9816,16.7454
429,325-77-6186,A,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,3/8/2019,10:53,Ewallet,7.3,Yangon,761.46,190.365
549,213-32-1216,A,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,7.3,Yangon,332.9424,83.2356
652,742-04-5161,A,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2/3/2019,17:24,Cash,7.3,Yangon,611.352,152.838
945,489-82-1237,A,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,1/5/2019,11:51,Credit card,7.3,Yangon,552.0144,138.0036
1157,584-86-7256,C,Member,Male,Sports and travel,34.56,7,12.096,254.016,3/11/2019,16:07,Credit card,7.3,Naypyitaw,203.2128,50.8032
1322,428-83-5800,C,Member,Female,Food and beverages,21.08,3,3.162,66.402,2/9/2019,10:25,Cash,7.3,Naypyitaw,53.1216,13.2804
1527,451-28-5717,C,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,3/20/2019,11:23,Cash,7.3,Naypyitaw,419.1768,104.7942
1586,390-31-6381,C,Normal,Male,Food and beverages,27.22,3,4.083,85.743,1/7/2019,12:37,Cash,7.3,Naypyitaw,68.5944,17.1486
1871,176-78-1170,C,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,1/26/2019,15:11,Ewallet,7.3,Naypyitaw,85.2012,21.3003
2136,268-27-6179,B,Member,Female,Fashion accessories,56.47,8,22.588,474.348,3/9/2019,14:57,Ewallet,7.3,Mandalay,379.4784,94.8696
2498,709-58-4068,B,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2/28/2019,14:42,Cash,7.3,Mandalay,345.156,86.289
2572,174-75-0888,B,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,3/14/2019,12:32,Cash,7.3,Mandalay,163.1448,40.7862
2688,752-23-3760,B,Member,Female,Sports and travel,64.08,7,22.428,470.988,2/19/2019,19:29,Credit card,7.3,Mandalay,376.7904,94.1976
2922,313-66-9943,B,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,3/27/2019,20:29,Credit card,7.3,Mandalay,73.458,18.3645
8,665-32-9167,A,Normal,Male,Health and beauty,36.26,2,3.626,76.146,1/10/2019,17:15,Credit card,7.2,Yangon,60.9168,15.2292
95,594-34-4444,A,Normal,Male,Electronic accessories,97.16,1,4.858,102.018,3/8/2019,20:38,Ewallet,7.2,Yangon,81.6144,20.4036
363,462-67-9126,A,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,1/21/2019,17:44,Cash,7.2,Yangon,369.0288,92.2572
392,563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,18:27,Ewallet,7.2,Yangon,64.5288,16.1322
491,510-09-5628,A,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,7.2,Yangon,165.144,41.286
531,435-13-4908,A,Member,Male,Fashion accessories,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,7.2,Yangon,582.4896,145.6224
718,788-21-5741,A,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,2/17/2019,13:34,Credit card,7.2,Yangon,114.3576,28.5894
966,558-60-5016,A,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,3/4/2019,15:27,Ewallet,7.2,Yangon,251.748,62.937
1050,617-15-4209,C,Normal,Male,Health and beauty,15.37,2,1.537,32.277,3/16/2019,19:47,Cash,7.2,Naypyitaw,25.8216,6.4554
1107,189-98-2939,C,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2975,3/1/2019,13:22,Cash,7.2,Naypyitaw,593.838,148.4595
1258,883-17-4236,C,Normal,Female,Sports and travel,14.39,2,1.439,30.219,3/2/2019,19:44,Credit card,7.2,Naypyitaw,24.1752,6.0438
1474,746-19-0921,C,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2/9/2019,10:02,Ewallet,7.2,Naypyitaw,18.1272,4.5318
1718,183-21-3799,C,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,2/19/2019,15:14,Ewallet,7.2,Naypyitaw,586.8828,146.7207
1896,389-70-2397,C,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2/21/2019,10:26,Cash,7.2,Naypyitaw,351.372,87.843
2141,549-84-7482,B,Normal,Female,Sports and travel,90.28,9,40.626,853.146,2/8/2019,11:15,Ewallet,7.2,Mandalay,682.5168,170.6292
2202,284-34-9626,B,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2/11/2019,10:39,Credit card,7.2,Mandalay,194.1408,48.5352
2624,789-23-8625,B,Member,Male,Fashion accessories,93.22,3,13.983,293.643,1/24/2019,11:45,Cash,7.2,Mandalay,234.9144,58.7286
2941,825-94-5922,B,Normal,Male,Sports and travel,25.31,2,2.531,53.151,3/2/2019,19:26,Ewallet,7.2,Mandalay,42.5208,10.6302
12,365-64-0515,A,Normal,Male,Electronic accessories,46.95,5,11.7375,246.4875,2/12/2019,10:25,Ewallet,7.1,Yangon,197.19,49.2975
293,316-68-6352,A,Member,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,7.1,Yangon,61.0848,15.2712
525,719-89-8991,A,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,7.1,Yangon,383.922,95.9805
870,873-14-6353,A,Member,Male,Food and beverages,24.82,7,8.687,182.427,2/16/2019,10:33,Credit card,7.1,Yangon,145.9416,36.4854
1096,565-80-5980,C,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,1/23/2019,10:25,Cash,7.1,Naypyitaw,159.1968,39.7992
1121,225-98-1496,C,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,3/2/2019,13:01,Credit card,7.1,Naypyitaw,68.0904,17.0226
1282,526-86-8552,C,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,7.1,Naypyitaw,183.288,45.822
1370,272-27-9238,C,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2/19/2019,16:23,Cash,7.1,Naypyitaw,138.5664,34.6416
1471,878-30-2331,C,Member,Female,Sports and travel,54.55,10,27.275,572.775,3/2/2019,11:22,Credit card,7.1,Naypyitaw,458.22,114.555
1547,343-87-0864,C,Member,Male,Health and beauty,75.88,1,3.794,79.674,1/3/2019,10:30,Credit card,7.1,Naypyitaw,63.7392,15.9348
1655,740-11-5257,C,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,16:44,Cash,7.1,Naypyitaw,207.816,51.954
1688,370-96-0655,C,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,1/9/2019,13:46,Ewallet,7.1,Naypyitaw,248.5728,62.1432
2506,437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2/26/2019,11:48,Ewallet,7.1,Mandalay,167.8152,41.9538
2732,418-05-0656,B,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2/2/2019,20:42,Cash,7.1,Mandalay,150.2928,37.5732
2942,641-62-7288,B,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,3/24/2019,13:33,Ewallet,7.1,Mandalay,503.5968,125.8992
2969,430-02-3888,B,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2/7/2019,15:55,Cash,7.1,Mandalay,231.9408,57.9852
36,129-29-8530,A,Normal,Male,Sports and travel,62.62,5,15.655,328.755,3/10/2019,19:15,Ewallet,7,Yangon,263.004,65.751
162,101-17-6199,A,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,3/13/2019,19:44,Credit card,7,Yangon,269.2452,67.3113
269,731-14-2199,A,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,7,Yangon,298.536,74.634
375,667-23-5919,A,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,7,Yangon,406.14,101.535
530,287-83-1405,A,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2/12/2019,19:01,Ewallet,7,Yangon,128.1672,32.0418
632,589-02-8023,A,Member,Male,Food and beverages,83.77,2,8.377,175.917,1/15/2019,10:54,Credit card,7,Yangon,140.7336,35.1834
752,807-14-7833,A,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2/22/2019,12:30,Ewallet,7,Yangon,146.328,36.582
1067,803-83-5989,C,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2/24/2019,10:55,Ewallet,7,Naypyitaw,280.8792,70.2198
1444,549-96-4200,C,Member,Male,Food and beverages,17.04,4,3.408,71.568,3/8/2019,20:15,Ewallet,7,Naypyitaw,57.2544,14.3136
1490,493-65-6248,C,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019,19:48,Credit card,7,Naypyitaw,310.632,77.658
1866,848-95-6252,C,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2/20/2019,13:24,Ewallet,7,Naypyitaw,72.4668,18.1167
2199,732-04-5373,B,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2/8/2019,10:53,Cash,7,Mandalay,156.1392,39.0348
2302,139-20-0155,B,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,7,Mandalay,338.52,84.63
2437,198-84-7132,B,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,1/2/2019,13:40,Cash,7,Mandalay,307.0116,76.7529
2520,291-21-5991,B,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,3/29/2019,14:28,Cash,7,Mandalay,257.418,64.3545
2596,375-72-3056,B,Normal,Male,Sports and travel,63.06,3,9.459,198.639,1/19/2019,15:58,Ewallet,7,Mandalay,158.9112,39.7278
2693,320-85-2052,B,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,1/14/2019,10:11,Credit card,7,Mandalay,29.2404,7.3101
2875,533-66-5566,B,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,1/12/2019,11:42,Cash,7,Mandalay,300.2916,75.0729
2933,181-82-6255,B,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2/8/2019,10:58,Cash,7,Mandalay,82.5048,20.6262
2987,883-69-1285,B,Member,Male,Fashion accessories,49.92,2,4.992,104.832,3/6/2019,11:55,Credit card,7,Mandalay,83.8656,20.9664
17,765-26-6951,A,Normal,Male,Sports and travel,72.61,6,21.783,457.443,1/1/2019,10:39,Credit card,6.9,Yangon,365.9544,91.4886
537,643-38-7867,A,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,3/7/2019,11:44,Ewallet,6.9,Yangon,82.2696,20.5674
554,134-75-2619,A,Member,Male,Electronic accessories,19.32,7,6.762,142.002,3/25/2019,18:51,Cash,6.9,Yangon,113.6016,28.4004
696,182-52-7000,A,Member,Female,Sports and travel,27.04,4,5.408,113.568,1/1/2019,20:26,Ewallet,6.9,Yangon,90.8544,22.7136
940,720-72-2436,A,Normal,Male,Food and beverages,66.52,4,13.304,279.384,3/2/2019,18:14,Ewallet,6.9,Yangon,223.5072,55.8768
1265,380-94-4661,C,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2/7/2019,13:05,Credit card,6.9,Naypyitaw,221.5584,55.3896
1272,808-65-0703,C,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,6.9,Naypyitaw,119.1792,29.7948
1292,593-95-4461,C,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,6.9,Naypyitaw,62.8824,15.7206
1608,373-09-4567,C,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,6.9,Naypyitaw,651.504,162.876
1808,474-33-8305,C,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,3/23/2019,13:23,Ewallet,6.9,Naypyitaw,396.2532,99.0633
2423,569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,14:29,Ewallet,6.9,Mandalay,36.7416,9.1854
2440,741-73-3559,B,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2/27/2019,17:27,Cash,6.9,Mandalay,282.534,70.6335
2442,286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,19:48,Credit card,6.9,Mandalay,116.0544,29.0136
2467,767-54-1907,B,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,6.9,Mandalay,124.152,31.038
2628,327-40-9673,B,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,6.9,Mandalay,365.904,91.476
247,604-70-6476,A,Member,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,6.8,Yangon,75.348,18.837
912,453-33-6436,A,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2/7/2019,10:09,Cash,6.8,Yangon,625.7664,156.4416
917,749-81-8133,A,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,3/11/2019,12:04,Cash,6.8,Yangon,318.0912,79.5228
927,397-25-8725,A,Member,Female,Health and beauty,39.62,9,17.829,374.409,1/13/2019,17:54,Credit card,6.8,Yangon,299.5272,74.8818
955,846-10-0341,A,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,1/6/2019,11:51,Cash,6.8,Yangon,250.3116,62.5779
1041,232-16-2483,C,Normal,Male,Sports and travel,68.12,1,3.406,71.526,1/7/2019,12:28,Ewallet,6.8,Naypyitaw,57.2208,14.3052
1206,606-80-4905,C,Member,Female,Sports and travel,19.15,6,5.745,120.645,1/29/2019,10:01,Credit card,6.8,Naypyitaw,96.516,24.129
1734,210-74-9613,C,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,3/16/2019,15:33,Ewallet,6.8,Naypyitaw,326.7936,81.6984
1894,137-74-8729,C,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,3/13/2019,12:47,Ewallet,6.8,Naypyitaw,81.9168,20.4792
2023,529-56-3974,B,Normal,Male,Electronic accessories,25.51,4,5.102,107.142,3/9/2019,17:03,Cash,6.8,Mandalay,85.7136,21.4284
2342,868-81-1752,B,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2/7/2019,18:48,Cash,6.8,Mandalay,166.4712,41.6178
2446,837-55-7229,B,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,18:19,Credit card,6.8,Mandalay,39.8496,9.9624
2636,598-06-7312,B,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2/16/2019,15:42,Cash,6.8,Mandalay,76.734,19.1835
184,586-25-0848,A,Normal,Female,Sports and travel,12.34,7,4.319,90.699,3/4/2019,11:19,Credit card,6.7,Yangon,72.5592,18.1398
323,563-91-7120,A,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,3/8/2019,13:21,Cash,6.7,Yangon,259.434,64.8585
479,575-67-1508,A,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,6.7,Yangon,32.424,8.106
630,149-61-1929,A,Normal,Male,Sports and travel,64.19,10,32.095,673.995,1/19/2019,14:08,Credit card,6.7,Yangon,539.196,134.799
886,325-89-4209,A,Member,Male,Food and beverages,87.9,1,4.395,92.295,2/5/2019,19:42,Ewallet,6.7,Yangon,73.836,18.459
1072,838-78-4295,C,Normal,Female,Health and beauty,33.47,2,3.347,70.287,2/10/2019,15:43,Ewallet,6.7,Naypyitaw,56.2296,14.0574
1306,446-47-6729,C,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,1/2/2019,18:09,Credit card,6.7,Naypyitaw,167.6976,41.9244
1617,277-35-5865,C,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,3/9/2019,11:23,Cash,6.7,Naypyitaw,748.2132,187.0533
1696,394-55-6384,C,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,1/25/2019,13:38,Cash,6.7,Naypyitaw,530.6364,132.6591
1969,364-34-2972,C,Member,Male,Electronic accessories,96.82,3,14.523,304.983,3/30/2019,20:37,Cash,6.7,Naypyitaw,243.9864,60.9966
2038,649-29-6775,B,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,2/8/2019,15:31,Cash,6.7,Mandalay,28.1568,7.0392
2245,269-04-5750,B,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,6.7,Mandalay,248.0352,62.0088
2435,301-81-8610,B,Member,Male,Fashion accessories,25.42,8,10.168,213.528,3/19/2019,19:42,Credit card,6.7,Mandalay,170.8224,42.7056
2462,891-01-7034,B,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,1/1/2019,19:07,Cash,6.7,Mandalay,376.5384,94.1346
2490,701-69-8742,B,Normal,Male,Sports and travel,34.37,10,17.185,360.885,3/16/2019,10:11,Ewallet,6.7,Mandalay,288.708,72.177
2518,387-49-4215,B,Member,Female,Sports and travel,48.5,3,7.275,152.775,1/8/2019,12:50,Cash,6.7,Mandalay,122.22,30.555
2539,339-38-9982,B,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,6.7,Mandalay,100.5648,25.1412
2832,366-43-6862,B,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,3/25/2019,16:32,Ewallet,6.7,Mandalay,177.7104,44.4276
2983,448-34-8700,B,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2/10/2019,13:51,Ewallet,6.7,Mandalay,217.0308,54.2577
